year   day  hour  min   field
2018   1 17  8    0.14
2018   1 17  9    0.14
2018   1 17 10    0.06
2018   1 17 11    0.12
2018   1 17 12    0.14
2018   1 17 13    0.04
2018   1 17 14    0.20
2018   1 17 15    0.27
2018   1 17 16    0.23
2018   1 17 17    0.18
2018   1 17 18    0.04
2018   1 17 19   -0.02
2018   1 17 20   -0.04
2018   1 17 21   -0.12
2018   1 17 22   -0.20
2018   1 17 23   -0.34
2018   1 17 24   -0.45
2018   1 17 25   -0.48
2018   1 17 26   -0.42
2018   1 17 27   -0.37
2018   1 17 28   -0.49
2018   1 17 29   -0.47
2018   1 17 30   -0.50
2018   1 17 31   -0.28
2018   1 17 32   -0.44
2018   1 17 33   -0.30
2018   1 17 34   -0.18
2018   1 17 35   -0.18
2018   1 17 36   -0.52
2018   1 17 37   -0.54
2018   1 17 38   -0.43
2018   1 17 39   -0.17
2018   1 17 40   -0.13
2018   1 17 41   -0.21
2018   1 17 42   -0.21
2018   1 17 43   -0.29
2018   1 17 44   -0.38
2018   1 17 45   -0.26
2018   1 17 46   -0.33
2018   1 17 47   -0.30
2018   1 17 48   -0.09
2018   1 17 49   -0.11
2018   1 17 50   -0.05
2018   1 17 51   -0.04
2018   1 17 52    0.02
2018   1 17 53    0.58
2018   1 17 54    0.58
2018   1 17 55    0.53
2018   1 17 56    0.32
2018   1 17 57   -0.49
2018   1 17 58   -0.57
2018   1 17 59   -0.05
2018   1 18  0   -0.03
2018   1 18  1   -0.12
2018   1 18  2   -0.37
2018   1 18  3   -0.30
2018   1 18  4   -0.18
2018   1 18  5   -0.25
2018   1 18  6   -0.33
2018   1 18  7   -0.46
2018   1 18  8   -0.55
2018   1 18  9   -0.63
2018   1 18 10   -0.62
2018   1 18 11   -0.80
2018   1 18 12   -0.76
2018   1 18 13   -0.63
2018   1 18 14   -0.63
2018   1 18 15   -0.51
2018   1 18 16   -0.62
2018   1 18 17   -0.63
2018   1 18 18   -0.62
2018   1 18 19   -0.67
2018   1 18 20   -0.75
2018   1 18 21   -0.40
2018   1 18 22   -0.17
2018   1 18 23   -0.39
2018   1 18 24   -0.94
2018   1 18 25   -1.19
2018   1 18 26   -0.85
2018   1 18 27   -0.59
2018   1 18 28   -0.70
2018   1 18 29   -1.10
2018   1 18 30   -1.22
2018   1 18 31   -1.47
2018   1 18 32   -1.31
2018   1 18 33   -1.21
2018   1 18 34   -1.28
2018   1 18 35   -1.27
2018   1 18 36   -1.32
2018   1 18 37   -1.28
2018   1 18 38   -1.22
2018   1 18 39   -0.87
2018   1 18 40   -0.81
2018   1 18 41   -0.45
2018   1 18 42   -0.25
2018   1 18 43    0.11
2018   1 18 44    0.27
2018   1 18 45    0.10
2018   1 18 46   -0.05
2018   1 18 47    0.15
2018   1 18 48   -0.15
2018   1 18 49   -0.95
2018   1 18 50   -1.04
2018   1 18 51   -0.95
2018   1 18 52   -1.20
2018   1 18 53   -1.11
2018   1 18 54   -1.31
2018   1 18 55   -1.38
2018   1 18 56   -1.38
2018   1 18 57   -1.44
2018   1 18 58   -1.52
2018   1 18 59   -1.21
2018   1 19  0   -1.51
2018   1 19  1   -0.98
2018   1 19  2   -0.94
2018   1 19  3   -0.46
2018   1 19  4   -0.16
2018   1 19  5   -0.54
2018   1 19  6   -0.44
2018   1 19  7   -0.37
2018   1 19  8   -0.58
2018   1 19  9    0.20
2018   1 19 10    0.11
2018   1 19 11   -0.28
2018   1 19 12   -0.31
2018   1 19 13   -0.68
2018   1 19 14   -1.70
2018   1 19 15   -2.24
2018   1 19 16   -1.08
2018   1 19 17    1.33
2018   1 19 18    1.04
2018   1 19 19    0.83
2018   1 19 20    0.66
2018   1 19 21    0.83
2018   1 19 22    0.98
2018   1 19 23    0.42
2018   1 19 24    0.08
2018   1 19 25   -0.41
2018   1 19 26   -1.06
2018   1 19 27   -1.13
2018   1 19 28   -0.50
2018   1 19 29   -0.98
2018   1 19 30   -0.48
2018   1 19 31   -0.65
2018   1 19 32   -0.96
2018   1 19 33   -0.44
2018   1 19 34   -0.29
2018   1 19 35   -0.01
2018   1 19 36   -1.34
2018   1 19 37   -0.64
2018   1 19 38   -1.64
2018   1 19 39   -1.42
2018   1 19 40   -0.04
2018   1 19 41    0.26
2018   1 19 42   -0.19
2018   1 19 43   -0.40
2018   1 19 44   -0.33
2018   1 19 45   -1.41
2018   1 19 46   -0.24
2018   1 19 47   -0.11
2018   1 19 48   -0.12
2018   1 19 49   -0.43
2018   1 19 50   -2.25
2018   1 19 51   -2.60
2018   1 19 52   -1.62
2018   1 19 53   -1.66
2018   1 19 54   -2.50
2018   1 19 55   -2.47
2018   1 19 56   -2.23
2018   1 19 57   -1.96
2018   1 19 58   -2.34
2018   1 19 59   -1.59
2018   1 20  0   -0.84
2018   1 20  1   -0.65
2018   1 20  2   -0.93
2018   1 20  3   -0.53
2018   1 20  4   -1.30
2018   1 20  5   -1.40
2018   1 20  6   -1.45
2018   1 20  7   -1.62
2018   1 20  8   -0.82
2018   1 20  9   -0.69
2018   1 20 10   -0.98
2018   1 20 11   -1.29
2018   1 20 12   -1.18
2018   1 20 13   -1.20
2018   1 20 14   -1.32
2018   1 20 15   -1.10
2018   1 20 16   -1.09
2018   1 20 17   -1.25
2018   1 20 18   -1.28
2018   1 20 19   -0.98
2018   1 20 20   -1.53
2018   1 20 21   -1.82
2018   1 20 22   -1.95
2018   1 20 23   -1.92
2018   1 20 24   -1.94
2018   1 20 25   -2.03
2018   1 20 26   -2.03
2018   1 20 27   -2.57
2018   1 20 28   -2.96
2018   1 20 29   -3.31
2018   1 20 30   -3.69
2018   1 20 31   -3.61
2018   1 20 32   -3.74
2018   1 20 33   -3.67
2018   1 20 34   -3.49
2018   1 20 35   -3.46
2018   1 20 36   -3.57
2018   1 20 37   -3.43
2018   1 20 38   -3.54
2018   1 20 39   -3.86
2018   1 20 40   -3.84
2018   1 20 41   -3.59
2018   1 20 42   -3.64
2018   1 20 43   -3.43
2018   1 20 44   -3.69
2018   1 20 45   -3.53
2018   1 20 46   -3.48
2018   1 20 47   -3.23
2018   1 20 48   -2.70
2018   1 20 49   -2.19
2018   1 20 50   -2.40
2018   1 20 51   -3.23
2018   1 20 52   -3.22
2018   1 20 53   -2.57
2018   1 20 54   -2.39
2018   1 20 55   -2.49
2018   1 20 56   -2.67
2018   1 20 57   -2.88
2018   1 20 58   -3.11
2018   1 20 59   -3.16
2018   1 21  0   -3.02
2018   1 21  1   -2.95
2018   1 21  2   -3.03
2018   1 21  3   -2.88
2018   1 21  4   -2.70
2018   1 21  5   -2.56
2018   1 21  6   -2.52
2018   1 21  7   -2.86
2018   1 21  8   -3.32
2018   1 21  9   -3.27
2018   1 21 10   -3.09
2018   1 21 11   -2.71
2018   1 21 12   -2.34
2018   1 21 13   -1.57
2018   1 21 14   -3.24
2018   1 21 15   -3.07
2018   1 21 16   -2.97
2018   1 21 17   -1.45
2018   1 21 18   -0.80
2018   1 21 19   -0.69
2018   1 21 20    0.52
2018   1 21 21    1.15
2018   1 21 22    1.17
2018   1 21 23    1.53
2018   1 21 24    3.63
2018   1 21 25    2.88
2018   1 21 26    0.55
2018   1 21 27   -0.36
2018   1 21 28    0.42
2018   1 21 29   -0.03
2018   1 21 30    0.17
2018   1 21 31    0.06
2018   1 21 32   -0.74
2018   1 21 33   -0.94
2018   1 21 34   -0.86
2018   1 21 35   -0.49
2018   1 21 36    0.00
2018   1 21 37    0.37
2018   1 21 38    0.78
2018   1 21 39   -0.10
2018   1 21 40   -0.61
2018   1 21 41   -2.08
2018   1 21 42   -1.78
2018   1 21 43   -1.67
2018   1 21 44   -1.93
2018   1 21 45   -2.21
2018   1 21 46   -1.77
2018   1 21 47   -1.87
2018   1 21 48   -1.92
2018   1 21 49   -2.08
2018   1 21 50   -1.87
2018   1 21 51   -2.05
2018   1 21 52   -2.06
2018   1 21 53   -1.83
2018   1 21 54   -2.30
2018   1 21 55   -2.18
2018   1 21 56   -2.34
2018   1 21 57   -2.50
2018   1 21 58   -2.22
2018   1 21 59   -2.32
2018   1 22  0   -2.17
2018   1 22  1   -2.75
2018   1 22  2   -2.99
2018   1 22  3   -3.02
2018   1 22  4   -2.92
2018   1 22  5   -2.91
2018   1 22  6   -2.93
2018   1 22  7   -1.53
2018   1 22  8   -1.52
2018   1 22  9   -1.29
2018   1 22 10   -1.50
2018   1 22 11   -1.94
2018   1 22 12   -0.69
2018   1 22 13   -0.86
2018   1 22 14   -1.86
2018   1 22 15   -2.81
2018   1 22 16   -2.87
2018   1 22 17   -2.79
2018   1 22 18   -2.69
2018   1 22 19   -2.45
2018   1 22 20   -3.06
2018   1 22 21   -3.10
2018   1 22 22   -3.07
2018   1 22 23   -3.21
2018   1 22 24   -3.16
2018   1 22 25   -3.08
2018   1 22 26   -3.15
2018   1 22 27   -2.87
2018   1 22 28   -2.83
2018   1 22 29   -2.68
2018   1 22 30   -2.52
2018   1 22 31   -2.62
2018   1 22 32   -2.64
2018   1 22 33   -2.64
2018   1 22 34   -2.52
2018   1 22 35   -2.46
2018   1 22 36   -2.51
2018   1 22 37   -2.52
2018   1 22 38   -2.68
2018   1 22 39   -2.80
2018   1 22 40   -1.40
2018   1 22 41   -2.00
2018   1 22 42   -1.94
2018   1 22 43   -1.95
2018   1 22 44   -1.83
2018   1 22 45   -1.41
2018   1 22 46    1.16
2018   1 22 47    0.53
2018   1 22 48   -0.21
2018   1 22 49    0.77
2018   1 22 50    1.37
2018   1 22 51    1.11
2018   1 22 52    0.76
2018   1 22 53    0.76
2018   1 22 54    1.38
2018   1 22 55    1.28
2018   1 22 56    1.20
2018   1 22 57    1.44
2018   1 22 58    1.09
2018   1 22 59    1.02
2018   1 23  0    1.34
2018   1 23  1    1.17
2018   1 23  2    1.00
2018   1 23  3    1.13
2018   1 23  4    1.58
2018   1 23  5    1.71
2018   1 23  6    1.86
2018   1 23  7    1.69
2018   1 23  8    1.21
2018   1 23  9    0.18
2018   1 23 10   -0.85
2018   1 23 11   -1.34
2018   1 23 12   -1.64
2018   1 23 13   -2.18
2018   1 23 14   -2.69
2018   1 23 15   -3.05
2018   1 23 16   -2.43
2018   1 23 17   -2.71
2018   1 23 18   -2.84
2018   1 23 19   -2.97
2018   1 23 20   -3.40
2018   1 23 21   -3.66
2018   1 23 22   -3.81
2018   1 23 23   -3.77
2018   1 23 24   -3.04
2018   1 23 25   -3.47
2018   1 23 26   -3.46
2018   1 23 27   -3.00
2018   1 23 28   -3.38
2018   1 23 29   -3.27
2018   1 23 30   -2.90
2018   1 23 31   -3.42
2018   1 23 32   -2.73
2018   1 23 33   -2.36
2018   1 23 34   -2.15
2018   1 23 35   -2.16
2018   1 23 36   -2.10
2018   1 23 37   -2.01
2018   1 23 38   -2.14
2018   1 23 39   -1.25
2018   1 23 40   -0.88
2018   1 23 41    0.14
2018   1 23 42    0.39
2018   1 23 43    0.58
2018   1 23 44   -0.19
2018   1 23 45   -1.74
2018   1 23 46   -0.21
2018   1 23 47    0.29
2018   1 23 48   -0.98
2018   1 23 49    1.56
2018   1 23 50    2.68
2018   1 23 51    0.95
2018   1 23 52    0.62
2018   1 23 53    0.21
2018   1 23 54   -0.45
2018   1 23 55   -0.66
2018   1 23 56   -0.94
2018   1 23 57   -1.42
2018   1 23 58   -1.77
2018   1 23 59   -2.23
2018   2  0  0   -2.77
2018   2  0  1   -3.23
2018   2  0  2   -3.19
2018   2  0  3   -3.32
2018   2  0  4   -3.18
2018   2  0  5   -2.78
2018   2  0  6   -1.43
2018   2  0  7   -1.96
2018   2  0  8   -3.06
2018   2  0  9   -2.91
2018   2  0 10   -2.85
2018   2  0 11   -2.76
2018   2  0 12   -2.99
2018   2  0 13   -2.89
2018   2  0 14   -3.23
2018   2  0 15   -2.89
2018   2  0 16   -3.29
2018   2  0 17   -2.40
2018   2  0 18   -2.20
2018   2  0 19   -3.01
2018   2  0 20   -3.02
2018   2  0 21   -3.49
2018   2  0 22   -3.24
2018   2  0 23   -3.14
2018   2  0 24   -3.60
2018   2  0 25   -3.01
2018   2  0 26   -2.44
2018   2  0 27   -2.30
2018   2  0 28   -2.26
2018   2  0 29   -0.99
2018   2  0 30   -0.22
2018   2  0 31    0.57
2018   2  0 32    0.24
2018   2  0 33    0.30
2018   2  0 34    0.36
2018   2  0 35   -0.02
2018   2  0 36    0.17
2018   2  0 37    0.72
2018   2  0 38    1.27
2018   2  0 39    1.30
2018   2  0 40    1.22
2018   2  0 41    0.88
2018   2  0 42    0.73
2018   2  0 43    0.69
2018   2  0 44    0.65
2018   2  0 45    0.47
2018   2  0 46   -0.16
2018   2  0 47   -0.03
2018   2  0 48    0.03
2018   2  0 49   -0.17
2018   2  0 50    0.13
2018   2  0 51   -0.21
2018   2  0 52   -0.19
2018   2  0 53    0.06
2018   2  0 54   -0.16
2018   2  0 55   -0.10
2018   2  0 56   -0.36
2018   2  0 57    0.38
2018   2  0 58   -0.48
2018   2  0 59   -0.95
2018   2  1  0   -0.37
2018   2  1  1   -0.29
2018   2  1  2    0.07
2018   2  1  3    0.84
2018   2  1  4    0.41
2018   2  1  5   -0.73
2018   2  1  6   -1.58
2018   2  1  7   -1.83
2018   2  1  8   -1.25
2018   2  1  9   -0.69
2018   2  1 10   -0.74
2018   2  1 11   -1.93
2018   2  1 12   -3.07
2018   2  1 13   -0.82
2018   2  1 14   -0.67
2018   2  1 15   -1.98
2018   2  1 16   -2.03
2018   2  1 17   -1.26
2018   2  1 18   -1.31
2018   2  1 19   -1.29
2018   2  1 20   -1.78
2018   2  1 21   -2.00
2018   2  1 22   -2.23
2018   2  1 23   -0.98
2018   2  1 24   -1.79
2018   2  1 25   -1.74
2018   2  1 26   -2.03
2018   2  1 27   -1.90
2018   2  1 28   -1.49
2018   2  1 29   -1.80
2018   2  1 30   -1.20
2018   2  1 31   -1.32
2018   2  1 32   -1.01
2018   2  1 33   -1.19
2018   2  1 34   -1.34
2018   2  1 35   -1.43
2018   2  1 36   -1.53
2018   2  1 37   -1.67
2018   2  1 38   -1.90
2018   2  1 39   -1.70
2018   2  1 40   -1.44
2018   2  1 41   -1.87
2018   2  1 42   -1.08
2018   2  1 43   -1.09
2018   2  1 44   -1.45
2018   2  1 45   -0.57
2018   2  1 46   -0.24
2018   2  1 47   -0.54
2018   2  1 48   -0.52
2018   2  1 49   -0.76
2018   2  1 50   -1.38
2018   2  1 51   -1.95
2018   2  1 52   -2.21
2018   2  1 53   -2.42
2018   2  1 54   -2.37
2018   2  1 55   -2.20
2018   2  1 56   -2.03
2018   2  1 57   -2.61
2018   2  1 58   -2.70
2018   2  1 59   -2.62
2018   2  2  0   -1.01
2018   2  2  1    1.04
2018   2  2  2    2.08
2018   2  2  3    2.64
2018   2  2  4    3.21
2018   2  2  5    3.52
2018   2  2  6    3.68
2018   2  2  7    3.99
2018   2  2  8    4.14
2018   2  2  9    3.79
2018   2  2 10    1.46
2018   2  2 11    1.70
2018   2  2 12    1.90
2018   2  2 13    2.20
2018   2  2 14    2.51
2018   2  2 15    2.56
2018   2  2 16    2.87
2018   2  2 17    2.90
2018   2  2 18    2.99
2018   2  2 19    3.18
2018   2  2 20    3.34
2018   2  2 21    3.49
2018   2  2 22    3.67
2018   2  2 23    3.60
2018   2  2 24    3.29
2018   2  2 25    2.89
2018   2  2 26    2.81
2018   2  2 27    3.02
2018   2  2 28    3.10
2018   2  2 29    2.94
2018   2  2 30    2.28
2018   2  2 31    2.56
2018   2  2 32    2.85
2018   2  2 33    2.84
2018   2  2 34    2.75
2018   2  2 35    2.84
2018   2  2 36    2.95
2018   2  2 37    2.93
2018   2  2 38    2.90
2018   2  2 39    2.86
2018   2  2 40    2.76
2018   2  2 41    2.51
2018   2  2 42    2.57
2018   2  2 43    2.24
2018   2  2 44    2.03
2018   2  2 45    1.85
2018   2  2 46    1.87
2018   2  2 47    1.94
2018   2  2 48    1.83
2018   2  2 49    1.64
2018   2  2 50    1.47
2018   2  2 51    1.45
2018   2  2 52    0.54
2018   2  2 53    0.54
2018   2  2 54    0.12
2018   2  2 55   -0.19
2018   2  2 56    0.07
2018   2  2 57   -1.45
2018   2  2 58   -1.89
2018   2  2 59   -2.02
2018   2  3  0   -0.01
2018   2  3  1    1.33
2018   2  3  2    1.21
2018   2  3  3    1.18
2018   2  3  4   -0.78
2018   2  3  5   -1.64
2018   2  3  6   -2.00
2018   2  3  7   -2.00
2018   2  3  8   -1.86
2018   2  3  9   -1.82
2018   2  3 10   -1.96
2018   2  3 11   -1.29
2018   2  3 12   -1.88
2018   2  3 13   -2.06
2018   2  3 14   -2.33
2018   2  3 15   -1.84
2018   2  3 16   -1.38
2018   2  3 17   -2.06
2018   2  3 18   -2.12
2018   2  3 19   -1.80
2018   2  3 20   -1.90
2018   2  3 21   -2.13
2018   2  3 22   -2.09
2018   2  3 23   -1.70
2018   2  3 24   -1.71
2018   2  3 25   -1.72
2018   2  3 26   -1.65
2018   2  3 27   -1.57
2018   2  3 28   -0.97
2018   2  3 29    1.86
2018   2  3 30    2.04
2018   2  3 31    2.53
2018   2  3 32    2.47
2018   2  3 33    2.53
2018   2  3 34    2.29
2018   2  3 35    1.83
2018   2  3 36    2.36
2018   2  3 37    2.79
2018   2  3 38    2.68
2018   2  3 39    2.19
2018   2  3 40    1.74
2018   2  3 41    1.39
2018   2  3 42    1.33
2018   2  3 43    1.51
2018   2  3 44    1.83
2018   2  3 45    1.57
2018   2  3 46    1.67
2018   2  3 47    1.22
2018   2  3 48    1.77
2018   2  3 49    1.90
2018   2  3 50    1.52
2018   2  3 51    1.17
2018   2  3 52    1.31
2018   2  3 53    0.92
2018   2  3 54    0.52
2018   2  3 55    0.73
2018   2  3 56    0.10
2018   2  3 57    0.07
2018   2  3 58   -1.20
2018   2  3 59   -1.48
2018   2  4  0   -2.06
2018   2  4  1   -2.20
2018   2  4  2   -2.41
2018   2  4  3   -2.33
2018   2  4  4   -1.62
2018   2  4  5   -0.77
2018   2  4  6   -0.35
2018   2  4  7    1.27
2018   2  4  8    0.16
2018   2  4  9   -0.75
2018   2  4 10   -1.03
2018   2  4 11   -0.71
2018   2  4 12   -0.84
2018   2  4 13   -0.43
2018   2  4 14    0.22
2018   2  4 15    0.11
2018   2  4 16    0.71
2018   2  4 17    0.98
2018   2  4 18    0.27
2018   2  4 19    0.16
2018   2  4 20    0.51
2018   2  4 21   -0.26
2018   2  4 22    0.13
2018   2  4 23    0.27
2018   2  4 24    0.28
2018   2  4 25    0.49
2018   2  4 26    0.59
2018   2  4 27    0.63
2018   2  4 28    0.99
2018   2  4 29    1.71
2018   2  4 30    0.62
2018   2  4 31    1.52
2018   2  4 32    1.06
2018   2  4 33    0.89
2018   2  4 34    0.73
2018   2  4 35    0.74
2018   2  4 36    0.83
2018   2  4 37    0.95
2018   2  4 38    0.87
2018   2  4 39    1.10
2018   2  4 40    1.15
2018   2  4 41    1.18
2018   2  4 42    1.08
2018   2  4 43    0.68
2018   2  4 44   -1.48
2018   2  4 45   -1.73
2018   2  4 46   -1.96
2018   2  4 47   -1.57
2018   2  4 48   -1.60
2018   2  4 49   -1.78
2018   2  4 50   -1.70
2018   2  4 51   -1.80
2018   2  4 52   -1.96
2018   2  4 53   -1.58
2018   2  4 54   -1.06
2018   2  4 55   -1.20
2018   2  4 56   -1.35
2018   2  4 57   -1.60
2018   2  4 58   -1.42
2018   2  4 59   -0.28
2018   2  5  0   -0.40
2018   2  5  1   -0.80
2018   2  5  2   -1.10
2018   2  5  3   -1.06
2018   2  5  4   -1.05
2018   2  5  5   -1.10
2018   2  5  6   -0.22
2018   2  5  7   -0.24
2018   2  5  8   -0.40
2018   2  5  9   -0.40
2018   2  5 10   -0.44
2018   2  5 11   -0.28
2018   2  5 12   -0.38
2018   2  5 13   -0.49
2018   2  5 14   -0.55
2018   2  5 15   -0.55
2018   2  5 16   -0.60
2018   2  5 17   -0.79
2018   2  5 18   -0.82
2018   2  5 19   -0.83
2018   2  5 20   -0.75
2018   2  5 21   -0.91
2018   2  5 22   -1.03
2018   2  5 23   -1.06
2018   2  5 24   -0.92
2018   2  5 25   -0.89
2018   2  5 26   -0.86
2018   2  5 27   -1.01
2018   2  5 28   -1.02
2018   2  5 29   -0.95
2018   2  5 30   -0.85
2018   2  5 31   -0.47
2018   2  5 32   -0.59
2018   2  5 33   -0.82
2018   2  5 34   -0.80
2018   2  5 35   -0.85
2018   2  5 36   -0.92
2018   2  5 37   -0.84
2018   2  5 38   -0.82
2018   2  5 39   -0.74
2018   2  5 40   -0.68
2018   2  5 41   -0.67
2018   2  5 42   -0.55
2018   2  5 43   -0.67
2018   2  5 44   -0.75
2018   2  5 45   -0.80
2018   2  5 46   -0.91
2018   2  5 47   -0.86
2018   2  5 48   -0.83
2018   2  5 49   -0.71
2018   2  5 50   -0.69
2018   2  5 51   -0.63
2018   2  5 52   -0.77
2018   2  5 53   -0.90
2018   2  5 54   -0.73
2018   2  5 55   -0.68
2018   2  5 56   -0.70
2018   2  5 57   -0.74
2018   2  5 58   -0.17
2018   2  5 59   -0.20
2018   2  6  0    0.23
2018   2  6  1    0.24
2018   2  6  2    0.66
2018   2  6  3    0.83
2018   2  6  4    1.00
2018   2  6  5    1.23
2018   2  6  6    1.18
2018   2  6  7    1.23
2018   2  6  8    1.09
2018   2  6  9    1.08
2018   2  6 10    1.15
2018   2  6 11    1.26
2018   2  6 12    1.24
2018   2  6 13    1.06
2018   2  6 14    0.98
2018   2  6 15    0.91
2018   2  6 16    1.01
2018   2  6 17    0.91
2018   2  6 18    1.03
2018   2  6 19    0.78
2018   2  6 20    0.88
2018   2  6 21    0.77
2018   2  6 22    0.82
2018   2  6 23    0.72
2018   2  6 24    0.79
2018   2  6 25    0.78
2018   2  6 26    0.71
2018   2  6 27    0.70
2018   2  6 28    0.65
2018   2  6 29    0.60
2018   2  6 30    0.50
2018   2  6 31    0.71
2018   2  6 32    0.74
2018   2  6 33    0.89
2018   2  6 34    0.98
2018   2  6 35    0.88
2018   2  6 36    0.95
2018   2  6 37    0.96
2018   2  6 38    0.94
2018   2  6 39    0.88
2018   2  6 40    0.85
2018   2  6 41    0.97
2018   2  6 42    0.97
2018   2  6 43    1.16
2018   2  6 44    1.11
2018   2  6 45    1.19
2018   2  6 46    1.27
2018   2  6 47    1.38
2018   2  6 48    1.45
2018   2  6 49    1.36
2018   2  6 50    1.29
2018   2  6 51    1.19
2018   2  6 52    1.25
2018   2  6 53    1.21
2018   2  6 54    1.21
2018   2  6 55    1.17
2018   2  6 56    1.04
2018   2  6 57    1.17
2018   2  6 58    1.10
2018   2  6 59    1.00
2018   2  7  0    0.84
2018   2  7  1    0.78
2018   2  7  2    0.77
2018   2  7  3    0.87
2018   2  7  4    1.05
2018   2  7  5    1.07
2018   2  7  6    1.12
2018   2  7  7    1.17
2018   2  7  8    0.93
2018   2  7  9    0.91
2018   2  7 10    0.72
2018   2  7 11    0.59
2018   2  7 12    0.89
2018   2  7 13    0.87
2018   2  7 14    0.66
2018   2  7 15    0.59
2018   2  7 16    0.67
2018   2  7 17    1.24
2018   2  7 18    0.66
2018   2  7 19    0.73
2018   2  7 20    0.85
2018   2  7 21    0.76
2018   2  7 22    0.75
2018   2  7 23    0.77
2018   2  7 24    0.90
2018   2  7 25    1.04
2018   2  7 26    1.19
2018   2  7 27    1.12
2018   2  7 28    0.94
2018   2  7 29    0.75
2018   2  7 30    0.74
2018   2  7 31    0.63
2018   2  7 32    0.72
2018   2  7 33    0.83
2018   2  7 34    0.63
2018   2  7 35    0.58
2018   2  7 36    0.74
2018   2  7 37    0.72
2018   2  7 38    0.87
2018   2  7 39    1.00
2018   2  7 40    1.01
2018   2  7 41    1.06
2018   2  7 42    1.03
2018   2  7 43    1.04
2018   2  7 44    1.19
2018   2  7 45    1.20
2018   2  7 46    1.16
2018   2  7 47    1.33
2018   2  7 48    1.21
2018   2  7 49    1.25
2018   2  7 50    0.92
2018   2  7 51    0.92
2018   2  7 52    0.89
2018   2  7 53    0.84
2018   2  7 54    0.66
2018   2  7 55    0.46
2018   2  7 56    0.27
2018   2  7 57    0.39
2018   2  7 58    0.44
2018   2  7 59    0.64
2018   2  8  0    0.81
2018   2  8  1    0.96
2018   2  8  2    1.05
2018   2  8  3    1.13
2018   2  8  4    0.88
2018   2  8  5    0.49
2018   2  8  6    0.64
2018   2  8  7    0.81
2018   2  8  8    0.78
2018   2  8  9    0.76
2018   2  8 10    0.77
2018   2  8 11    0.76
2018   2  8 12    0.79
2018   2  8 13    0.79
2018   2  8 14    0.79
2018   2  8 15    0.71
2018   2  8 16    0.70
2018   2  8 17    0.63
2018   2  8 18    0.68
2018   2  8 19    0.74
2018   2  8 20    0.49
2018   2  8 21    0.45
2018   2  8 22    0.43
2018   2  8 23    0.48
2018   2  8 24    0.32
2018   2  8 25    0.40
2018   2  8 26    0.63
2018   2  8 27    0.52
2018   2  8 28    0.45
2018   2  8 29    0.34
2018   2  8 30    0.14
2018   2  8 31    0.52
2018   2  8 32    0.90
2018   2  8 33    0.54
2018   2  8 34    0.12
2018   2  8 35    0.51
2018   2  8 36    0.60
2018   2  8 37    0.03
2018   2  8 38    0.51
2018   2  8 39    0.87
2018   2  8 40    0.94
2018   2  8 41    1.10
2018   2  8 42    1.12
2018   2  8 43    1.12
2018   2  8 44    1.29
2018   2  8 45    1.29
2018   2  8 46    1.31
2018   2  8 47    1.30
2018   2  8 48    1.30
2018   2  8 49    1.37
2018   2  8 50    1.38
2018   2  8 51    1.40
2018   2  8 52    1.35
2018   2  8 53    1.83
2018   2  8 54    2.06
2018   2  8 55    1.93
2018   2  8 56    2.11
2018   2  8 57    1.91
2018   2  8 58    1.40
2018   2  8 59    0.74
2018   2  9  0    1.21
2018   2  9  1    1.19
2018   2  9  2    1.16
2018   2  9  3    1.29
2018   2  9  4    1.27
2018   2  9  5    1.35
2018   2  9  6    1.13
2018   2  9  7    0.75
2018   2  9  8   -0.36
2018   2  9  9    0.57
2018   2  9 10    0.77
2018   2  9 11    0.59
2018   2  9 12    0.80
2018   2  9 13    1.27
2018   2  9 14    1.20
2018   2  9 15    0.95
2018   2  9 16    0.90
2018   2  9 17    0.69
2018   2  9 18    0.64
2018   2  9 19    0.05
2018   2  9 20   -0.21
2018   2  9 21    0.39
2018   2  9 22    0.61
2018   2  9 23    0.51
2018   2  9 24    0.56
2018   2  9 25    0.90
2018   2  9 26    0.57
2018   2  9 27    0.73
2018   2  9 28   -0.21
2018   2  9 29   -0.19
2018   2  9 30   -0.16
2018   2  9 31   -0.26
2018   2  9 32   -0.64
2018   2  9 33   -1.10
2018   2  9 34   -0.22
2018   2  9 35    0.18
2018   2  9 36    0.26
2018   2  9 37   -0.28
2018   2  9 38    0.11
2018   2  9 39    0.13
2018   2  9 40   -0.11
2018   2  9 41    0.13
2018   2  9 42    0.58
2018   2  9 43    1.06
2018   2  9 44    1.16
2018   2  9 45   -0.03
2018   2  9 46   -0.50
2018   2  9 47   -0.40
2018   2  9 48   -0.44
2018   2  9 49   -0.33
2018   2  9 50    0.56
2018   2  9 51    0.48
2018   2  9 52    0.44
2018   2  9 53    0.81
2018   2  9 54    1.34
2018   2  9 55    1.19
2018   2  9 56    0.96
2018   2  9 57    0.99
2018   2  9 58    1.01
2018   2  9 59    0.27
2018   2 10  0    0.35
2018   2 10  1    0.66
2018   2 10  2    0.80
2018   2 10  3    1.61
2018   2 10  4    1.84
2018   2 10  5    1.32
2018   2 10  6    1.56
2018   2 10  7    1.28
2018   2 10  8    1.12
2018   2 10  9    1.09
2018   2 10 10    1.12
2018   2 10 11    0.73
2018   2 10 12    1.33
2018   2 10 13    1.03
2018   2 10 14    1.21
2018   2 10 15    0.73
2018   2 10 16    0.12
2018   2 10 17    0.26
2018   2 10 18    0.39
2018   2 10 19    0.34
